Site,Image,Alt,AI Description,Alt score,AI score,Alt regex,AI notes,AI length,URL,,Rating scale,
esmeefairbairn.org.uk,,Effervescent,A group of happy people clapping hands in a workshop setting with a flip chart in the background.,1,5,,,97,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/Effervescent-DSC0377-wide.2e16d0ba.fill-415x300.jpg,,,
esmeefairbairn.org.uk,,Great Crested Newt,"Black salamander with yellow spots on vibrant green moss, with a moist texture visible on its skin and the moss.",3,3,,,112,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/Newt_Partnership_Great_Crested_Ne.2e16d0ba.fill-1107x750.png,,,
esmeefairbairn.org.uk,,Hijinx Theatre,Three actors in brown costumes with painted shields singing and acting on a stage with a colorful backdrop.,3,4,,,107,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/1.2e16d0ba.fill-1107x750.jpg,,,
esmeefairbairn.org.uk,,Involving Young People Collective - Sam and Helen,"Two smiling people, a man in a striped shirt and a woman in a white blouse, sitting at a table in a bright, modern room.",3,5,,,120,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/Screen_Shot_2021-11-19_at_17.00.23.2e16d0ba.fill-639x306.png,,,
esmeefairbairn.org.uk,,IVAR-flexible funder pledge (7).png,"Teal backdrop with a circular badge that reads ""OPEN & TRUSTING with VAR"" featuring two stylized hands.",1,4,Bad,,103,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/IVAR-flexible_funder_7.2e16d0ba.fill-639x306.png,,,
esmeefairbairn.org.uk,,Participatory City,"Group of people gardening together in a community garden, with raised planting beds and flowers.",2,5,,,96,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/Participatory-City_1.2e16d0ba.fill-415x300.jpg,,,
esmeefairbairn.org.uk,,Spiderweb,Dew-covered spider web among greenery in sunlight.,4,5,,,50,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/Spiderweb.2e16d0ba.fill-415x250.jpg,,,
esmeefairbairn.org.uk,,Ughill Farm-Sheffield and Rotherham Wildlife Trust,"Rolling green hills surrounding a small body of water with a dam, under a clear blue sky with a few clouds.",2,5,,,107,https://esmeefairbairn.ams3.cdn.digitaloceanspaces.com/media/images/Ughill_Farm-Sheffield_and_Rotherha.2e16d0ba.fill-866x396.png,,,
nextinvestors.com,,An introduction to mining permits & what is tenure?,"Split design with text ""Introduction to resource Permitting"" and hand stamping ""DENIED"" on a document.",4,5,,,102,https://cdn.nextinvestors.com/images/Introduction_to_resource_permtiting_thumbnail.width-500.png,,,
nextinvestors.com,,Critical Minerals and the Commodities 'Supercycle',"Split image with US and Chinese flags, heaps of minerals, and text ""What are Critical Minerals?""",4,5,,,96,https://cdn.nextinvestors.com/images/Screenshot_2023-09-11_at_2.53.04_pm.width-500.png,,,
nextinvestors.com,,DXB Announces Success on Interim Phase III Trial - China and US next for licensing deal?,"Purple background with text ""DXB Passes a Key Hurdle in Trials"", a microscope, vial, stamps marked ""PASSED"", and logos for ""next investors"" and ""ASX:DXB"".",4,5,,,154,https://cdn.nextinvestors.com/images/Screenshot_2024-03-12_102437.width-500.png,,,
nextinvestors.com,,EMD up 37% on no news yesterday… MDMA Therapy for First Responders,"Next Investors logo, ASX:EMD, ""MDMA Trials for First Responders"" text with emoji-like pills, stethoscope, and ambulance image.",3,5,,,126,https://cdn.nextinvestors.com/images/MDMA-Trials-for-First-Responders2.width-500.png,,,
nextinvestors.com,,"PFE Completes Daytona Acquisition, 20K Acre Mark Within Sight","US Lithium - 20K Acres Soon, ASX:PFE, map showing proximity to adjacent lithium brine projects, next to Exxon. Next Investors logo at the top left.",3,4,,,147,https://cdn.nextinvestors.com/images/US-Lithium---20K-Acres-Soon_1.width-500.png,,,
nextinvestors.com,,PFE increases acreage at its US lithium project,"Land Sizes Increases by 26% - next investors ASX:PFE - A graphic with a map and logos, mentioning adjacent lithium brine projects.",3,4,,,130,https://cdn.nextinvestors.com/images/Land-Sizes-Increases-by-26.width-500.png,,,
nextinvestors.com,,SGA’s Graphite for Nuclear Energy Production,"Graphite structure with hexagonal and circular patterns alongside a logo and text ""Graphite for Nuclear Energy, next investors, ASX:SGA"" on a textured background.",4,5,,,162,https://cdn.nextinvestors.com/images/graphite-for-nuclear-energy.width-500.png,,,
nextinvestors.com,,SGA’s graphite now suitable for the Nuclear industry,"Reactor Purity Graphite. Logos: ""Next Investors"" and ""ASX:SGA"" with a diagram depicting cold water inflow and heat exchanger.",2,5,,,125,https://cdn.nextinvestors.com/images/Reactor-Purity-Graphite.width-500.png,,,
nextinvestors.com,,What is a share price catalyst?,"Collage with DNA strands, stock numbers, and an oil rig, titled ""How we Invest for a Share Price Catalyst"".",3,5,,,107,https://cdn.nextinvestors.com/images/How_we_invest_for_a_share_price_catalyst_educa.width-500.png,,,
talk.economistfoundation.org,,EarthDay-Background,Young plant with two green leaves sprouting from rich soil against a blurred background.,1,5,,,88,https://cdn.burnetnewsclub.com/media/images/EarthDay-Background_LxmT6NP.a3e48e7f.fill-232x260.png,,,
talk.economistfoundation.org,,Elections and democracy hero,"Illustration of a hand placing a voting ballot with a red cross into a slot on a gray box, against a pale yellow and white background with arrow accents.",1,5,,,153,https://cdn.burnetnewsclub.com/media/images/Elections-and-democracy-hero.d0ecc597.fill-232x260.jpg,,,
talk.economistfoundation.org,,featured-1,Two women in conversation with graphic elements: a magnifying glass in a speech bubble and a lightbulb with gear symbols around it.,0,4,,,131,https://cdn.burnetnewsclub.com/media/images/featured-1.width-490.png,,,
talk.economistfoundation.org,,Headline 39 - AI should it be paused? - OtherAssets - Hero block image,"Educational materials on AI with texts, graphics, and bullet points; one with the title ""AI: SHOULD IT BE PAUSED?"" and teacher instructions.",3,5,,,140,https://cdn.burnetnewsclub.com/media/images/Headline_39_-_AI_should_it_be_paused_-_OtherAs.width-300.png,,,
talk.economistfoundation.org,,Headline22-Immigration-divisive-policies-OtherAssets-HubThumbImage-Festival,"Hand sketch reaching towards colorful abstract shapes on a split green and white background. Text reads: ""Festival 2024"".",1,3,,,121,https://cdn.burnetnewsclub.com/media/images/Headline22-Immigration-divisive-po.2e16d0ba.fill-412x150.jpg,,,
talk.economistfoundation.org,,Headline23-Women-in-media-OtherAssets-HubThumbImage-Festival,"Five diverse smiling women, graphic elements in purple and yellow, text ""Festival 2024"".",1,5,,,88,https://cdn.burnetnewsclub.com/media/images/Headline23-Women-in-media-OtherAss.2e16d0ba.fill-412x150.png,,,
talk.economistfoundation.org,,Headline24-The-enhanced-Olympics-OtherAssets-HubThumbImage-Festival,"Blurry runners on a track with overlay of chemical structure and text ""Festival 2024"".",1,4,,,86,https://cdn.burnetnewsclub.com/media/images/Headline24-The-enhanced-Olympics-O.2e16d0ba.fill-412x150.jpg,,,
talk.economistfoundation.org,,Headline25-The-Indian-Election-OtherAssets-HubThumbImage-Festival,"Illustration of diverse people with a ballot box and the text ""Festival 2024"". Some individuals have ""VOTE"" icons.",1,5,,,114,https://cdn.burnetnewsclub.com/media/images/Headline25-The-Indian-Election-Oth.2e16d0ba.fill-412x150.png,,,
talk.economistfoundation.org,,Headline26-Taylor-Swift-OtherAssets-HubThumbImage,"A singer on stage with a crown graphic on her head, wearing a sequined dress, with an audience and bright lights in the background.",2,4,,,131,https://cdn.burnetnewsclub.com/media/images/Headline26-Taylor-Swift-OtherAsset.2e16d0ba.fill-485x330.jpg,,,
talk.economistfoundation.org,,Special Edition - Politicans - standards of behaviour - Hero block image,"Educational materials with illustrations and text, including the title ""Politicians: standards of behavior"" and sections titled ""Teacher instructions"" and ""Activity time"".",2,4,,,171,https://cdn.burnetnewsclub.com/media/images/Special_Edition_-_Politicans_-_standards_of_be.width-489.png,,,
talk.economistfoundation.org,,TopicalTalkFestival_Highlight,A woman in a hijab gestures towards colorful abstract icons and shapes on a green background.,1,4,Bad,,93,https://cdn.burnetnewsclub.com/media/images/TopicalTalkFestival_Highlight.2e16d0ba.fill-265x180.png,,,
www.designmasterfurniture.com,,AevEtkSp (003).jpeg,"Elegant dining area with a large wine collection on display, patterned carpet, and decorative ceiling lighting.",0,5,Bad,,111,https://www.designmasterfurniture.com/media/images/AevEtkSp_003.max-1000x1000.jpg,,,
www.designmasterfurniture.com,,BelAirRoomScene.jpg,"Modern dining room with patterned chairs, wooden table, decorative wall art, a textile hanging, and pendant lights.",3,5,Bad,,115,https://www.designmasterfurniture.com/media/images/BelAirRoomScene.max-2000x1000.jpg,,,
www.designmasterfurniture.com,,Denmark room scene pg 42.jpg,"Elegant kitchen interior featuring white cabinetry, marble countertops, gingham bar chairs, and glass pendant lights.",3,4,Bad,,117,https://www.designmasterfurniture.com/media/images/Denmark_room_scene_pg_42.max-1000x1000.jpg,,,
www.designmasterfurniture.com,,Electra chrs room scene pg 24.jpg,"Modern dining room with white chairs around a mirrored table, blue decorative glassware, marble floors, and abstract art on walls.",3,4,Bad,,130,https://www.designmasterfurniture.com/media/images/Electra_chrs_room_scene_pg_24.max-2000x1000.jpg,,,
www.designmasterfurniture.com,,EsteroRoomScene.jpg,"Elegant dining room with a wooden table, black upholstered chairs, a geometric chandelier, and a framed abstract artwork, overlooking a cityscape through large windows.",3,5,Bad,,168,https://www.designmasterfurniture.com/media/images/EsteroRoomScene.max-2000x1000.jpg,,,
www.designmasterfurniture.com,,Kennebunkport Inn 5.jpg,"Elegant bar and dining area with wood finishes, blue upholstered chairs, and a wall mural of a lake with boats.",2,5,Bad,,111,https://www.designmasterfurniture.com/media/images/Kennebunkport_Inn_5.max-2000x1000.jpg,,,
www.designmasterfurniture.com,,Veranda Saxton Setting_3 rzd.jpg,"Bright sunroom with a dining table set for six, large windows, greenery outside, and a blue rug on the floor.",3,5,Bad,,109,https://www.designmasterfurniture.com/media/images/Veranda_Saxton_Setting_3_rzd.max-2000x1000.jpg,,,
www.lodlaw.com,,GSR 2023 - home page web image,"Stack of brochures titled ""UNDER PRESSURE Finding relief from constant firefighting"" with pressure gauge graphics, on a dark background.",3,4,,,136,https://lodlaw.azureedge.net/media/images/GSR_2023_-_home_page_web_image.max-500x500.png,,,
www.mcsuk.org,,"Beach clean volunteers, Barry, Wales 2022","Group of people in casual and warm attire on a pebble beach under a clear sky, some embracing and smiling.",4,5,,,106,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/RS34541_MCS_BARRY_CLEAN-137-lpr.2e16d0ba.fill-720x390.jpg,,,
www.mcsuk.org,,Campaigning outside Westminster - Ella Daish,"A person holding a sign with ""#STOPOCEANPOISON"" in front of a gothic building.",4,4,,,78,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/Campaigning_outside_Westminster_-_.2e16d0ba.fill-600x380.jpg,,,
www.mcsuk.org,,Copyright Ultra Challenge,"Group of people wearing blue hats and sunglasses walking under a ""START"" arch at an outdoor event.",3,4,,,98,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/Start-Line-768x512.2e16d0ba.fill-600x380.jpg,,,
www.mcsuk.org,,Diver and Sunstar St Abbs Scotland Mark Kirkland,"Scuba diver exploring underwater with a colorful starfish visible on a rock, in green-tinted water.",3,5,,,99,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/Sunstar_Diver_RS32074_MarkKirkland.2e16d0ba.fill-600x380.jpg,,,
www.mcsuk.org,,Moon Jellyfish Mark Kirkland,Underwater view with jellyfish below the water's surface and a coastline above.,3,5,,,79,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/MoonJellyfish_RS32011_MarkKirkland.8d3b4980.fill-600x380.jpg,,,
www.mcsuk.org,,Sea otter,"Sea otter floating on its back in water, looking at the camera with its front paws visible.",3,5,,,91,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/Sea_otter_-_Menno_Schaefer_Shutter.2e16d0ba.fill-720x390.jpg,,,
www.mcsuk.org,,Sturgeon fish - Egor Kamelev,Side view of a sturgeon swimming underwater with a focus on its elongated snout and whisker-like barbels.,3,5,,,105,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/pexels-egor-kamelev-7987543.2e16d0ba.fill-720x390.jpg,,,
www.mcsuk.org,,"Swansea beach clean, Billy Barraclough","A group of people of various ages with a dog, standing on a beach, some holding rubbish bags, likely participating in a clean-up.",4,4,,,129,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/GBBC_Swansea_-_34358_-_Billy_Barra.374c06bd.fill-600x380.jpg,,,
www.mcsuk.org,,Sunset Paul Garnett,Twilight over a calm lake with a gradation of colors in the sky reflected on the water's surface.,3,5,,,97,https://s3.eu-west-1.amazonaws.com/media.mcsuk.org/images/Washsunset_PaulGarnett.2e16d0ba.fill-765x430.jpg,,,
www.morgansindallinfrastructure.com,,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/300123_Parsons_Tunnel_Dawlish_M3a.width-1600.jpg,"Twilight view of a sea cliff with a protective net, railway tracks below, and lights illuminating a maintenance area by the water.",0,5,Bad,,130,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/300123_Parsons_Tunnel_Dawlish_M3a.width-1600.jpg,,,
www.morgansindallinfrastructure.com,,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/A12_Concrete_Roads_Programme_J13-15_Highways_.width-1600.png,"Aerial view of a motorway passing through a lush landscape with an overpass, vehicles, and surrounding fields.",0,5,Bad,,110,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/A12_Concrete_Roads_Programme_J13-15_Highways_.width-1600.png,,,
www.morgansindallinfrastructure.com,,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/logo_M2000_M63_logo_correct.width-1600.jpg,"Two workers in high-visibility jackets labeled ""MORGAN SINDALL"" walk towards electricity pylons in a grassy field.",0,5,Bad,,114,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/logo_M2000_M63_logo_correct.width-1600.jpg,,,
www.morgansindallinfrastructure.com,,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/ursula_P_190207_M13_2.width-1600.jpg,"Smiling woman in high-visibility jacket conversing with a person out of frame, both wearing safety helmets marked ""MORGAN SINDALL INFRASTRUCTURE"".",0,4,Bad,,146,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/ursula_P_190207_M13_2.width-1600.jpg,,,
www.morgansindallinfrastructure.com,,Programme and Project Partners site,"Construction site with multiple cranes and reinforced steel frameworks, workers in safety gear, and a dramatic cloudy sky at sunset.",,,,,132,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/PPP-SRP-06-12-22-3600px-2624.width-800.jpg,,,
www.morgansindallinfrastructure.com,,An aerial view of the A421 dualling project site,An aerial view of a highway under construction with partial lane closures and heavy machinery visible.,,,,,102,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/15146_A421_Dualling_M1J13_M129.height-1000.jpg,,,
www.morgansindallinfrastructure.com,,The exterior of Barking Riverside station,Twilight at Barking Riverside train station with tall grass in the foreground and 'RIVER LIFE' signage.,,,,,103,https://morgan-sindall-pztazn5y-media.s3.amazonaws.com/infrastructure/images/3XBARK_M619.height-1000.jpg,,,
